일련번호,주소,동,층,호수,동호수,전체주소,면적,지목,소유자명,주민번호,성별,연령대,소유형태,지분,소유자주소,거주투자구분,투자자거주지역,등기원인,등기일자,접수번호,근저당권유무,대출총액,근저당권자,근저당설정일,근저당접수번호,압류가압류유무,압류구분,압류일자,압류접수번호,압류권리자
384,서울시 용산구 이태원동 22-2,5동,10,103호,5동103호,서울시 중랑구 면목동 110-1 청하아파트 5동103호,185,대,정영희,420111-1******,남성,80대,단독소유,단독소유,서울시 서초구 역삼동 55-12,투자 목적,서울,경매,2023-12-06,제67400호,Y,458630000,신한은행,2014-08-12,제76882호,N,,,,
385,서울시 용산구 이태원동 22-2,5동,10,104호,5동104호,서울시 중랑구 면목동 110-1 청하아파트 5동104호,185,대,이지호,481110-1******,남성,70대,공유자,2분의 1,서울시 강남구 역삼동 347-52,투자 목적,서울,매매,2010-10-01,제20125호,Y,248880000,신한은행,2011-11-02,제39396호,N,,,,
386,서울시 용산구 이태원동 22-2,5동,10,105호,5동105호,서울시 중랑구 면목동 110-1 청하아파트 5동105호,185,대,임민서,570422-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 5동105호,실거주,-,경매,2023-11-19,제68815호,N,0,,,,N,,,,
387,서울시 용산구 이태원동 22-2,5동,11,101호,5동101호,서울시 중랑구 면목동 110-1 청하아파트 5동101호,185,대,조도윤,811015-2******,여성,40대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 5동101호,실거주,-,증여,2022-04-21,제42235호,Y,997440000,신한은행,2013-05-27,제55621호,N,,,,
388,서울시 용산구 이태원동 22-2,5동,11,102호,5동102호,서울시 중랑구 면목동 110-1 청하아파트 5동102호,185,대,정지호,640913-1******,남성,60대,단독소유,단독소유,서울시 강남구 역삼동 755-40,투자 목적,서울,증여,2016-08-27,제86889호,Y,286740000,신한은행,2011-06-05,제98355호,N,,,,
389,서울시 용산구 이태원동 22-2,5동,11,103호,5동103호,서울시 중랑구 면목동 110-1 청하아파트 5동103호,185,대,장서준,511226-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 5동103호,실거주,-,경매,2013-01-01,제23485호,Y,276950000,신한은행,2012-09-08,제82318호,N,,,,
390,서울시 용산구 이태원동 22-2,5동,11,104호,5동104호,서울시 중랑구 면목동 110-1 청하아파트 5동104호,185,대,임서준,370823-1******,남성,80대,단독소유,단독소유,서울시 강남구 역삼동 31-9,투자 목적,서울,상속,2020-12-11,제75074호,Y,168480000,우리은행,2015-04-04,제8647호,N,,,,
391,서울시 용산구 이태원동 22-2,5동,11,105호,5동105호,서울시 중랑구 면목동 110-1 청하아파트 5동105호,185,대,강지호,470605-2******,여성,70대,단독소유,단독소유,서울시 강남구 역삼동 941-9,투자 목적,서울,상속,2008-12-11,제58443호,Y,518290000,기업은행,2012-02-01,제91630호,N,,,,
392,서울시 용산구 이태원동 22-2,5동,12,101호,5동101호,서울시 중랑구 면목동 110-1 청하아파트 5동101호,185,대,박주원,610312-1******,남성,60대,공유자,3분의 1,서울시 중랑구 면목동 110-1 청하아파트 5동101호,실거주,-,상속,2007-01-03,제78472호,Y,603420000,하나은행,2018-03-13,제46201호,N,,,,
393,서울시 용산구 이태원동 22-2,5동,12,102호,5동102호,서울시 중랑구 면목동 110-1 청하아파트 5동102호,185,대,조지호,580113-2******,여성,60대,공유자,2분의 1,서울시 강남구 역삼동 625-27,투자 목적,서울,경매,2006-07-28,제89555호,Y,900130000,기업은행,2021-09-10,제20956호,N,,,,
394,서울시 용산구 이태원동 22-2,5동,12,103호,5동103호,서울시 중랑구 면목동 110-1 청하아파트 5동103호,185,대,윤민준,371005-1******,남성,80대,공유자,3분의 1,서울시 강남구 역삼동 427-10,투자 목적,서울,상속,2012-06-03,제50555호,Y,777510000,국민은행,2019-12-14,제59784호,N,,,,
395,서울시 용산구 이태원동 22-2,5동,12,104호,5동104호,서울시 중랑구 면목동 110-1 청하아파트 5동104호,185,대,강민준,620202-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 5동104호,실거주,-,증여,2009-04-22,제14142호,Y,809190000,기업은행,2012-07-31,제74045호,N,,,,
396,서울시 용산구 이태원동 22-2,5동,12,105호,5동105호,서울시 중랑구 면목동 110-1 청하아파트 5동105호,185,대,윤예준,460307-1******,남성,70대,단독소유,단독소유,서울시 강남구 역삼동 234-77,투자 목적,서울,상속,2011-01-24,제14984호,Y,165730000,국민은행,2021-03-20,제48777호,N,,,,
397,서울시 용산구 이태원동 22-2,6동,1,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,장서준,640902-2******,여성,60대,단독소유,단독소유,서울시 서초구 역삼동 648-30,투자 목적,서울,증여,2015-11-13,제83336호,N,0,,,,N,,,,
398,서울시 용산구 이태원동 22-2,6동,1,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,박서연,910212-1******,남성,30대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동102호,실거주,-,증여,2025-04-28,제2448호,Y,802990000,하나은행,2019-04-02,제34206호,N,,,,
399,서울시 용산구 이태원동 22-2,6동,1,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,장영희,360727-1******,남성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동103호,실거주,-,경매,2023-09-19,제21468호,Y,281580000,신한은행,2019-02-27,제85835호,N,,,,
400,서울시 용산구 이태원동 22-2,6동,1,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,정하준,690122-1******,남성,50대,단독소유,단독소유,서울시 송파구 역삼동 200-57,투자 목적,서울,매매,2025-04-19,제34426호,N,0,,,,N,,,,
401,서울시 용산구 이태원동 22-2,6동,1,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,정영희,531007-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동105호,실거주,-,증여,2020-12-12,제39060호,Y,576620000,기업은행,2017-08-04,제32486호,N,,,,
402,서울시 용산구 이태원동 22-2,6동,2,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,조순자,571007-1******,남성,60대,단독소유,단독소유,서울시 서초구 역삼동 579-69,투자 목적,서울,경매,2014-02-01,제21953호,N,0,,,,N,,,,
403,서울시 용산구 이태원동 22-2,6동,2,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,박서준,381124-2******,여성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동102호,실거주,-,매매,2025-12-27,제64711호,Y,515740000,우리은행,2013-08-24,제74162호,N,,,,
404,서울시 용산구 이태원동 22-2,6동,2,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,장하준,601022-2******,여성,60대,단독소유,단독소유,서울시 서초구 역삼동 929-76,투자 목적,서울,매매,2016-04-05,제85719호,Y,224580000,국민은행,2014-09-15,제61809호,N,,,,
405,서울시 용산구 이태원동 22-2,6동,2,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,장주원,441124-2******,여성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동104호,실거주,-,경매,2011-10-13,제16423호,Y,272340000,기업은행,2014-03-29,제96873호,N,,,,
406,서울시 용산구 이태원동 22-2,6동,2,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,임하준,370127-1******,남성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동105호,실거주,-,상속,2020-06-21,제95957호,Y,342500000,우리은행,2012-08-17,제71560호,N,,,,
407,서울시 용산구 이태원동 22-2,6동,3,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,임영자,590611-1******,남성,60대,단독소유,단독소유,서울시 서초구 역삼동 609-75,투자 목적,서울,경매,2012-07-10,제40949호,N,0,,,,N,,,,
408,서울시 용산구 이태원동 22-2,6동,3,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,이순자,390312-2******,여성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동102호,실거주,-,경매,2017-06-03,제50733호,Y,925480000,기업은행,2023-07-31,제79928호,N,,,,
409,서울시 용산구 이태원동 22-2,6동,3,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,강서준,580722-1******,남성,60대,단독소유,단독소유,서울시 송파구 역삼동 623-16,투자 목적,서울,증여,1983-02-16,제61285호,Y,912340000,국민은행,2022-09-01,제35986호,Y,압류,2023-03-27,제33245호,국
410,서울시 용산구 이태원동 22-2,6동,3,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,장시우,791215-2******,여성,40대,단독소유,단독소유,서울시 송파구 삼성동 939-23,투자 목적,서울,증여,2018-03-18,제54133호,Y,202040000,국민은행,2015-04-02,제17504호,N,,,,
411,서울시 용산구 이태원동 22-2,6동,3,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,임서연,730712-2******,여성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동105호,실거주,-,증여,2009-10-03,제16902호,Y,896780000,기업은행,2018-07-19,제60751호,N,,,,
412,서울시 용산구 이태원동 22-2,6동,4,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,임하준,480516-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동101호,실거주,-,상속,2024-11-20,제33139호,Y,818490000,하나은행,2024-06-21,제32042호,N,,,,
413,서울시 용산구 이태원동 22-2,6동,4,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,박도윤,400311-2******,여성,80대,공유자,3분의 1,서울시 중랑구 면목동 110-1 청하아파트 6동102호,실거주,-,상속,2016-05-05,제13870호,Y,771380000,기업은행,2018-05-01,제83153호,N,,,,
414,서울시 용산구 이태원동 22-2,6동,4,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,강도윤,600603-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동103호,실거주,-,상속,2008-10-15,제11280호,N,0,,,,N,,,,
415,서울시 용산구 이태원동 22-2,6동,4,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,박하준,570709-1******,남성,60대,단독소유,단독소유,서울시 서초구 삼성동 718-73,투자 목적,서울,경매,2009-08-23,제17484호,N,0,,,,N,,,,
416,서울시 용산구 이태원동 22-2,6동,4,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,박시우,750717-2******,여성,40대,단독소유,단독소유,서울시 송파구 삼성동 997-65,투자 목적,서울,증여,2006-06-20,제30039호,Y,401830000,국민은행,2012-08-27,제90790호,N,,,,
417,서울시 용산구 이태원동 22-2,6동,5,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,김시우,601205-2******,여성,60대,공유자,2분의 1,서울시 중랑구 면목동 110-1 청하아파트 6동101호,실거주,-,증여,2022-08-06,제83914호,N,0,,,,N,,,,
418,서울시 용산구 이태원동 22-2,6동,5,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,최하준,730925-1******,남성,50대,단독소유,단독소유,서울시 강남구 삼성동 288-96,투자 목적,서울,상속,2015-02-26,제19727호,Y,160070000,기업은행,2018-02-16,제69068호,N,,,,
419,서울시 용산구 이태원동 22-2,6동,5,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,조서준,540714-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동103호,실거주,-,매매,2023-03-13,제64602호,Y,585760000,기업은행,2014-03-01,제10606호,N,,,,
420,서울시 용산구 이태원동 22-2,6동,5,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,조하준,720827-2******,여성,50대,단독소유,단독소유,서울시 강남구 역삼동 846-82,투자 목적,서울,경매,2014-09-12,제17755호,Y,377920000,국민은행,2018-05-21,제73544호,N,,,,
421,서울시 용산구 이태원동 22-2,6동,5,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,김서연,431017-2******,여성,80대,공유자,3분의 1,서울시 중랑구 면목동 110-1 청하아파트 6동105호,실거주,-,증여,2015-06-12,제61903호,N,0,,,,N,,,,
422,서울시 용산구 이태원동 22-2,6동,6,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,임지호,600226-1******,남성,60대,단독소유,단독소유,서울시 강남구 역삼동 949-98,투자 목적,서울,경매,2021-06-13,제24662호,N,0,,,,N,,,,
423,서울시 용산구 이태원동 22-2,6동,6,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,이도윤,710201-1******,남성,50대,단독소유,단독소유,서울시 송파구 삼성동 274-58,투자 목적,서울,상속,2017-06-26,제79941호,Y,470100000,하나은행,2018-08-16,제19630호,N,,,,
424,서울시 용산구 이태원동 22-2,6동,6,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,강서연,451108-2******,여성,70대,단독소유,단독소유,서울시 송파구 역삼동 788-65,투자 목적,서울,증여,2006-02-08,제9108호,Y,170390000,국민은행,2020-01-08,제52959호,N,,,,
425,서울시 용산구 이태원동 22-2,6동,6,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,윤서연,450816-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동104호,실거주,-,증여,2009-11-09,제89954호,Y,715720000,하나은행,2015-02-09,제75004호,N,,,,
426,서울시 용산구 이태원동 22-2,6동,6,105호,6동105호,서울시 중랑구 면목동 110-1 청하아파트 6동105호,185,대,정서준,630702-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동105호,실거주,-,매매,2006-12-09,제41686호,Y,400160000,기업은행,2022-06-06,제88395호,N,,,,
427,서울시 용산구 이태원동 22-2,6동,7,101호,6동101호,서울시 중랑구 면목동 110-1 청하아파트 6동101호,185,대,조영자,620503-1******,남성,60대,공유자,3분의 1,서울시 중랑구 면목동 110-1 청하아파트 6동101호,실거주,-,상속,2016-12-09,제34030호,Y,546250000,기업은행,2019-11-09,제88600호,N,,,,
428,서울시 용산구 이태원동 22-2,6동,7,102호,6동102호,서울시 중랑구 면목동 110-1 청하아파트 6동102호,185,대,김순자,840323-2******,여성,40대,공유자,2분의 1,서울시 서초구 역삼동 887-99,투자 목적,서울,상속,2007-05-06,제29752호,N,0,,,,N,,,,
429,서울시 용산구 이태원동 22-2,6동,7,103호,6동103호,서울시 중랑구 면목동 110-1 청하아파트 6동103호,185,대,임시우,530725-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 6동103호,실거주,-,매매,2015-06-06,제57094호,N,0,,,,N,,,,
430,서울시 용산구 이태원동 22-2,6동,7,104호,6동104호,서울시 중랑구 면목동 110-1 청하아파트 6동104호,185,대,조순자,610826-2******,여성,60대,단독소유,단독소유,서울시 송파구 역삼동 345-1,투자 목적,서울,경매,2005-09-11,제74343호,Y,756380000,신한은행,2016-08-05,제4128호,N,,,,
