순번,소재지,건물명,건축연도,경과년수,전용면적_제곱미터,대지면적_제곱미터,대지권비율,실질대지지분_제곱미터,현소유자,주민번호,현주소,소유권취득일,보유기간_년,이전사유,근저당1_설정일,근저당1_채권최고액,근저당1_채무자,근저당1_근저당권자,근저당2_설정일,근저당2_채권최고액,근저당2_채무자,근저당2_근저당권자,유효근저당총액,유효근저당건수,소유권이전횟수,실거주여부,압류가압류유무,압류구분,압류일자,압류접수번호,압류권리자
552,서울시 영등포구 여의도동 41,대교아파트 4동 1012호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장미나,610603-1******,"서울시 영등포구 여의도동 41, 104동 1012호",2014-08-11,11,상속,2015년11월25일,1812490000,장미나,주식회사신한은행,,,,,1812490000,1,0,실거주 추정,N,,,,
553,서울시 영등포구 여의도동 41,대교아파트 4동 1101호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최지민,030927-4******,"서울시 영등포구 여의도동 41, 104동 1101호",2008-06-21,17,상속,2022년12월20일,926640000,최지민,주식회사통합은행,,,,,926640000,1,2,실거주 추정,N,,,,
554,서울시 영등포구 여의도동 41,대교아파트 4동 1102호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이진혁,001124-4******,"서울시 영등포구 여의도동 41, 104동 1102호",2014-06-29,11,증여,,0,이진혁,,,,,,0,,0,실거주 추정,N,,,,
555,서울시 영등포구 여의도동 41,대교아파트 4동 1103호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오혜진,040411-4******,서울시 강서구 발산동 10-11,2006-03-05,19,매매,2011년07월03일,193610000,오혜진,주식회사명동은행,,,,,193610000,1,4,세입자 가능성,N,,,,
556,서울시 영등포구 여의도동 41,대교아파트 4동 1104호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이도윤,760921-2******,"서울시 영등포구 여의도동 41, 104동 1104호",2018-04-26,7,상속,,0,이도윤,,,,,,0,,5,실거주 추정,N,,,,
557,서울시 영등포구 여의도동 41,대교아파트 4동 1105호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안민준,750303-2******,"서울시 영등포구 여의도동 41, 104동 1105호",2021-05-25,4,상속,,0,안민준,,,,,,0,,4,실거주 추정,N,,,,
558,서울시 영등포구 여의도동 41,대교아파트 4동 1106호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송시우,000314-4******,서울시 강남구 대치동 954-17,2011-11-27,13,증여,2018년05월10일,560130000,송시우,주식회사농협은행,,,,,560130000,1,3,세입자 가능성,N,,,,
559,서울시 영등포구 여의도동 41,대교아파트 4동 1107호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오준서,790523-1******,"서울시 영등포구 여의도동 41, 104동 1107호",2005-10-21,19,매매,,0,오준서,,,,,,0,,3,실거주 추정,N,,,,
560,서울시 영등포구 여의도동 41,대교아파트 4동 1108호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정두산,700914-2******,"서울시 영등포구 여의도동 41, 104동 1108호",2018-12-16,6,매매,2017년05월03일,1047950000,정두산,주식회사우리은행,,,,,1047950000,1,4,실거주 추정,N,,,,
561,서울시 영등포구 여의도동 41,대교아파트 4동 1109호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이미나,000614-3******,서울시 서초구 반포동 528-97,2013-11-26,11,매매,2015년06월07일,571520000,이미나,주식회사국민은행,,,,,571520000,1,3,세입자 가능성,N,,,,
562,서울시 영등포구 여의도동 41,대교아파트 4동 1110호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박민준,860711-1******,"서울시 영등포구 여의도동 41, 104동 1110호",2016-08-09,9,증여,,0,박민준,,,,,,0,,5,실거주 추정,N,,,,
563,서울시 영등포구 여의도동 41,대교아파트 4동 1111호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김주원,870218-2******,"서울시 영등포구 여의도동 41, 104동 1111호",2011-12-20,13,매매,2024년08월03일,728490000,김주원,주식회사통합은행,,,,,728490000,1,3,실거주 추정,N,,,,
564,서울시 영등포구 여의도동 41,대교아파트 4동 1112호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장하은,010515-4******,"서울시 영등포구 여의도동 41, 104동 1112호",2013-11-10,11,상속,2021년03월20일,765980000,장하은,주식회사한솔은행,,,,,765980000,1,3,실거주 추정,N,,,,
565,서울시 영등포구 여의도동 41,대교아파트 4동 1201호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조두산,050512-4******,"서울시 영등포구 여의도동 41, 104동 1201호",2012-02-24,13,증여,2024년10월13일,1471230000,조두산,주식회사등본은행,,,,,1471230000,1,2,실거주 추정,N,,,,
566,서울시 영등포구 여의도동 41,대교아파트 4동 1202호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조수진,030312-3******,서울시 강남구 대치동 663-5,2023-02-05,2,매매,,0,조수진,,,,,,0,,3,세입자 가능성,N,,,,
567,서울시 영등포구 여의도동 41,대교아파트 4동 1203호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍은서,500513-2******,"서울시 영등포구 여의도동 41, 104동 1203호",2020-05-24,5,증여,2014년01월19일,766070000,홍은서,주식회사국민은행,,,,,766070000,1,2,실거주 추정,N,,,,
568,서울시 영등포구 여의도동 41,대교아파트 4동 1204호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송보미,030614-3******,"서울시 영등포구 여의도동 41, 104동 1204호",2008-04-16,17,매매,2011년12월11일,1754650000,송보미,주식회사신한은행,,,,,1754650000,1,0,실거주 추정,N,,,,
569,서울시 영등포구 여의도동 41,대교아파트 4동 1205호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장지민,970118-1******,"서울시 영등포구 여의도동 41, 104동 1205호",2012-12-16,12,상속,,0,장지민,,,,,,0,,1,실거주 추정,N,,,,
570,서울시 영등포구 여의도동 41,대교아파트 4동 1206호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박수진,890323-1******,"서울시 영등포구 여의도동 41, 104동 1206호",2023-04-20,2,상속,2014년01월25일,632150000,박수진,주식회사명동은행,,,,,632150000,1,4,실거주 추정,N,,,,
571,서울시 영등포구 여의도동 41,대교아파트 4동 1207호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송동현,000112-3******,"서울시 영등포구 여의도동 41, 104동 1207호",2015-03-06,10,매매,,0,송동현,,,,,,0,,1,실거주 추정,N,,,,
572,서울시 영등포구 여의도동 41,대교아파트 4동 1208호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,서두산,000205-3******,"서울시 영등포구 여의도동 41, 104동 1208호",2016-10-10,9,상속,2020년06월19일,779840000,서두산,주식회사국민은행,,,,,779840000,1,3,실거주 추정,N,,,,
573,서울시 영등포구 여의도동 41,대교아파트 4동 1209호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안동현,720313-1******,"서울시 영등포구 여의도동 41, 104동 1209호",2024-09-09,1,증여,2016년03월26일,324980000,안동현,KB국민은행,,,,,324980000,1,2,실거주 추정,N,,,,
574,서울시 영등포구 여의도동 41,대교아파트 4동 1210호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권도윤,020713-4******,"서울시 영등포구 여의도동 41, 104동 1210호",2011-01-23,14,상속,,0,권도윤,,,,,,0,,4,실거주 추정,N,,,,
575,서울시 영등포구 여의도동 41,대교아파트 4동 1211호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권수빈,530125-2******,서울시 서대문구 충정로 561-90,2021-01-06,4,매매,2024년01월15일,1059300000,권수빈,주식회사우리은행,,,,,1059300000,1,4,세입자 가능성,N,,,,
576,서울시 영등포구 여의도동 41,대교아파트 4동 1212호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조미나,820409-1******,"서울시 영등포구 여의도동 41, 104동 1212호",2021-11-28,3,매매,2020년01월22일,874200000,조미나,주식회사우리은행,,,,,874200000,1,5,실거주 추정,N,,,,
